# Generated by timeskew on an x86 system
2923.073861364 2923.073861311 2923.073861470 2923.073861545 -5.3e-08 1.06e-07 7.5e-08
2924.073916691 2924.073916605 2924.073916767 2924.073916808 -8.6e-08 7.6e-08 4.1e-08
2925.073971531 2925.073971498 2925.073971672 2925.073971713 -3.3e-08 1.41e-07 4.1e-08
2926.074032538 2926.074032568 2926.074032800 2926.074032897 3e-08 2.62e-07 9.7e-08
2927.074087619 2927.074087609 2927.074087777 2927.074087852 -1e-08 1.58e-07 7.5e-08
2928.074140724 2928.074140681 2928.074140842 2928.074140901 -4.3e-08 1.18e-07 5.9e-08
2929.074192668 2929.074192582 2929.074192742 2929.074192795 -8.6e-08 7.4e-08 5.3e-08
2930.074245498 2930.074245449 2930.074245610 2930.074245667 -4.9e-08 1.12e-07 5.7e-08
2931.074299750 2931.074299680 2931.074299880 2931.074299954 -7e-08 1.3e-07 7.4e-08
2932.074379210 2932.074379142 2932.074379304 2932.074379365 -6.8e-08 9.4e-08 6.1e-08
2933.074433883 2933.074433814 2933.074433986 2933.074434041 -6.9e-08 1.03e-07 5.5e-08
2934.074489067 2934.074489043 2934.074489274 2934.074489347 -2.4e-08 2.07e-07 7.3e-08
2935.074545234 2935.074545228 2935.074545412 2935.074545501 -6e-09 1.78e-07 8.9e-08
2936.074597623 2936.074597537 2936.074597698 2936.074597761 -8.6e-08 7.5e-08 6.3e-08
2937.074651052 2937.074650980 2937.074651170 2937.074651243 -7.2e-08 1.18e-07 7.3e-08
2938.074706337 2938.074706291 2938.074706509 2938.074706587 -4.6e-08 1.72e-07 7.8e-08
2939.074762302 2939.074762249 2939.074762451 2939.074762528 -5.3e-08 1.49e-07 7.7e-08
2940.074818135 2940.074818083 2940.074818289 2940.074818362 -5.2e-08 1.54e-07 7.3e-08
2941.074872885 2941.074872836 2941.074873038 2941.074873111 -4.9e-08 1.53e-07 7.3e-08
2942.074949443 2942.074949374 2942.074949560 2942.074949634 -6.9e-08 1.17e-07 7.4e-08
2943.075002291 2943.075002207 2943.075002380 2943.075002446 -8.4e-08 8.9e-08 6.6e-08
2944.075055118 2944.075055048 2944.075055224 2944.075055294 -7e-08 1.06e-07 7e-08
2945.075110788 2945.075110778 2945.075110981 2945.075111057 -1e-08 1.93e-07 7.6e-08
2946.075167991 2946.075167978 2946.075168208 2946.075168298 -1.3e-08 2.17e-07 9e-08
2947.075225194 2947.075225182 2947.075225415 2947.075225503 -1.2e-08 2.21e-07 8.8e-08
2948.075281923 2948.075281910 2948.075282126 2948.075282220 -1.3e-08 2.03e-07 9.4e-08
2949.075335965 2949.075335913 2949.075336093 2949.075336168 -5.2e-08 1.28e-07 7.5e-08
2950.075391811 2950.075391774 2950.075391973 2950.075392052 -3.7e-08 1.62e-07 7.9e-08
2951.075447847 2951.075447873 2951.075448106 2951.075448237 2.6e-08 2.59e-07 1.31e-07
2952.075559614 2952.075559679 2952.075559883 2952.075560005 6.5e-08 2.69e-07 1.22e-07
2953.075618765 2953.075618752 2953.075618985 2953.075619133 -1.3e-08 2.2e-07 1.48e-07
2954.075676594 2954.075676583 2954.075676787 2954.075676929 -1.1e-08 1.93e-07 1.42e-07
2955.075733522 2955.075733470 2955.075733670 2955.075733815 -5.2e-08 1.48e-07 1.45e-07
2956.075791085 2956.075791060 2956.075791288 2956.075791461 -2.5e-08 2.03e-07 1.73e-07
2957.075848029 2957.075848017 2957.075848249 2957.075848390 -1.2e-08 2.2e-07 1.41e-07
2958.075905216 2958.075905191 2958.075905422 2958.075905565 -2.5e-08 2.06e-07 1.43e-07
2959.075961279 2959.075961268 2959.075961473 2959.075961619 -1.1e-08 1.94e-07 1.46e-07
2960.076016802 2960.076016753 2960.076016956 2960.076017027 -4.9e-08 1.54e-07 7.1e-08
2961.076073196 2961.076073183 2961.076073416 2961.076073487 -1.3e-08 2.2e-07 7.1e-08
2962.076178400 2962.076178375 2962.076178563 2962.076178642 -2.5e-08 1.63e-07 7.9e-08
2963.076235106 2963.076235127 2963.076235345 2963.076235425 2.1e-08 2.39e-07 8e-08
2964.076291726 2964.076291691 2964.076291898 2964.076291971 -3.5e-08 1.72e-07 7.3e-08
2965.076344924 2965.076344853 2965.076345035 2965.076345095 -7.1e-08 1.11e-07 6e-08
2966.076399441 2966.076399430 2966.076399647 2966.076399719 -1.1e-08 2.06e-07 7.2e-08
2967.076454838 2967.076454838 2967.076455039 2967.076455112 0 2.01e-07 7.3e-08
2968.076509710 2968.076509642 2968.076509840 2968.076509913 -6.8e-08 1.3e-07 7.3e-08
2969.076563418 2969.076563412 2969.076563611 2969.076563688 -6e-09 1.93e-07 7.7e-08
2970.076616336 2970.076616286 2970.076616457 2970.076616536 -5e-08 1.21e-07 7.9e-08
2971.076671567 2971.076671556 2971.076671788 2971.076671864 -1.1e-08 2.21e-07 7.6e-08
2972.076784666 2972.076784669 2972.076784858 2972.076784933 3e-09 1.92e-07 7.5e-08
2973.076841116 2973.076841103 2973.076841335 2973.076841411 -1.3e-08 2.19e-07 7.6e-08
2974.076897451 2974.076897400 2974.076897603 2974.076897680 -5.1e-08 1.52e-07 7.7e-08
2975.076954757 2975.076954747 2975.076954964 2975.076955112 -1e-08 2.07e-07 1.48e-07
2976.077013539 2976.077013636 2976.077013911 2976.077014051 9.7e-08 3.72e-07 1.4e-07
2977.077385732 2977.077385753 2977.077386064 2977.077386207 2.1e-08 3.32e-07 1.43e-07
2978.078382659 2978.078382683 2978.078382998 2978.078383141 2.4e-08 3.39e-07 1.43e-07
2979.079383879 2979.079384091 2979.079384368 2979.079384509 2.12e-07 4.89e-07 1.41e-07
2980.080386971 2980.080386996 2980.080387269 2980.080387409 2.5e-08 2.98e-07 1.4e-07
2981.081164806 2981.081164794 2981.081168818 2981.081168892 -1.2e-08 4.01e-06 7.4e-08
2982.081998197 2982.081998202 2982.081998430 2982.081998541 5e-09 2.33e-07 1.11e-07
2983.082701909 2983.082701897 2983.082702170 2983.082702314 -1.2e-08 2.61e-07 1.44e-07
2984.083425238 2984.083425230 2984.083425447 2984.083425624 -8e-09 2.09e-07 1.77e-07
2985.084218157 2985.084218145 2985.084218334 2985.084218412 -1.2e-08 1.77e-07 7.8e-08
2986.084857477 2986.084857507 2986.084857724 2986.084857804 3e-08 2.47e-07 8e-08
2987.085626207 2987.085626212 2987.085626385 2987.085626489 5e-09 1.78e-07 1.04e-07
2988.086303365 2988.086303389 2988.086303592 2988.086303735 2.4e-08 2.27e-07 1.43e-07
2989.087177265 2989.087177288 2989.087177584 2989.087177723 2.3e-08 3.19e-07 1.39e-07
2990.087384490 2990.087384519 2990.087384818 2990.087384964 2.9e-08 3.28e-07 1.46e-07
2991.088167224 2991.088167212 2991.088167416 2991.088167492 -1.2e-08 1.92e-07 7.6e-08
2992.088381660 2992.088381624 2992.088381857 2992.088381948 -3.6e-08 1.97e-07 9.1e-08
2993.089114734 2993.089114677 2993.089114848 2993.089114932 -5.7e-08 1.14e-07 8.4e-08
2994.090024469 2994.090024456 2994.090024674 2994.090024757 -1.3e-08 2.05e-07 8.3e-08
2995.090847060 2995.090847048 2995.090847265 2995.090847345 -1.2e-08 2.05e-07 8e-08
2996.091379623 2996.091379573 2996.091379749 2996.091379825 -5e-08 1.26e-07 7.6e-08
2997.092188541 2997.092188516 2997.092188733 2997.092188803 -2.5e-08 1.92e-07 7e-08
2998.093029750 2998.093029781 2998.093030016 2998.093030090 3.1e-08 2.66e-07 7.4e-08
2999.093847806 2999.093847755 2999.093847955 2999.093848031 -5.1e-08 1.49e-07 7.6e-08
3000.094650033 3000.094649979 3000.094650156 3000.094650233 -5.4e-08 1.23e-07 7.7e-08
3001.095427364 3001.095427334 3001.095427524 3001.095427593 -3e-08 1.6e-07 6.9e-08
3002.096201476 3002.096201406 3002.096201568 3002.096201643 -7e-08 9.2e-08 7.5e-08
3003.096813132 3003.096813100 3003.096813306 3003.096813380 -3.2e-08 1.74e-07 7.4e-08
3004.097623296 3004.097623274 3004.097623495 3004.097623645 -2.2e-08 1.99e-07 1.5e-07
3005.098346624 3005.098346640 3005.098346843 3005.098346990 1.6e-08 2.19e-07 1.47e-07
3006.098819594 3006.098819653 3006.098819859 3006.098820002 5.9e-08 2.65e-07 1.43e-07
3007.099310365 3007.099310416 3007.099310615 3007.099310761 5.1e-08 2.5e-07 1.46e-07
3008.100212616 3008.100212533 3008.100212724 3008.100212878 -8.3e-08 1.08e-07 1.54e-07
3009.101146955 3009.101146980 3009.101147162 3009.101147227 2.5e-08 2.07e-07 6.5e-08
3010.101739807 3010.101739797 3010.101740004 3010.101740154 -1e-08 1.97e-07 1.5e-07
3011.102505700 3011.102505687 3011.102505890 3011.102506194 -1.3e-08 1.9e-07 3.04e-07
3012.102712754 3012.102712744 3012.102712949 3012.102713094 -1e-08 1.95e-07 1.45e-07
3013.103315423 3013.103315370 3013.103315571 3013.103315715 -5.3e-08 1.48e-07 1.44e-07
3014.104004748 3014.104004682 3014.104004841 3014.104004933 -6.6e-08 9.3e-08 9.2e-08
3015.104700708 3015.104700623 3015.104700839 3015.104707145 -8.5e-08 1.31e-07 6.31e-06
3016.105167669 3016.105167633 3016.105167822 3016.105168000 -3.6e-08 1.53e-07 1.78e-07
3017.105750786 3017.105750734 3017.105750925 3017.105751070 -5.2e-08 1.39e-07 1.45e-07
3018.106358577 3018.106358514 3018.106358693 3018.106358758 -6.3e-08 1.16e-07 6.5e-08
3019.106816845 3019.106816796 3019.106816956 3019.106817101 -4.9e-08 1.11e-07 1.45e-07
3020.107274848 3020.107274779 3020.107274955 3020.107275098 -6.9e-08 1.07e-07 1.43e-07
3021.108013419 3021.108013365 3021.108013564 3021.108013708 -5.4e-08 1.45e-07 1.44e-07
3022.108616924 3022.108616885 3022.108617088 3022.108617159 -3.9e-08 1.64e-07 7.1e-08
3023.109070518 3023.109070432 3023.109070598 3023.109070667 -8.6e-08 8e-08 6.9e-08
3024.109748437 3024.109748386 3024.109748546 3024.109748618 -5.1e-08 1.09e-07 7.2e-08
3025.110202532 3025.110202474 3025.110202676 3025.110202748 -5.8e-08 1.44e-07 7.2e-08
3026.110654569 3026.110654484 3026.110654643 3026.110654704 -8.5e-08 7.4e-08 6.1e-08
3027.111108261 3027.111108232 3027.111108406 3027.111108479 -2.9e-08 1.45e-07 7.3e-08
3028.111790541 3028.111790562 3028.111790780 3028.111790878 2.1e-08 2.39e-07 9.8e-08
3029.112242680 3029.112242632 3029.112242835 3029.112242926 -4.8e-08 1.55e-07 9.1e-08
3030.113137048 3030.113136980 3030.113137165 3030.113137235 -6.8e-08 1.17e-07 7e-08
3031.113879995 3031.113879978 3031.113880194 3031.113880267 -1.7e-08 1.99e-07 7.3e-08
3032.114829089 3032.114834721 3032.114834925 3032.114834980 5.63e-06 5.84e-06 5.5e-08
3033.115651723 3033.115651646 3033.115651835 3033.115651907 -7.7e-08 1.12e-07 7.2e-08
3034.116320304 3034.116320264 3034.116320467 3034.116320545 -4e-08 1.63e-07 7.8e-08
3035.116763599 3035.116763512 3035.116763672 3035.116763749 -8.7e-08 7.3e-08 7.7e-08
3036.117207288 3036.117207276 3036.117207483 3036.117207558 -1.2e-08 1.95e-07 7.5e-08
3037.117654699 3037.117654687 3037.117654917 3037.117654989 -1.2e-08 2.18e-07 7.2e-08
3038.118097631 3038.118097580 3038.118097842 3038.118097909 -5.1e-08 2.11e-07 6.7e-08
3039.118870402 3039.118870425 3039.118870656 3039.118870729 2.3e-08 2.54e-07 7.3e-08
3040.119317762 3040.119317783 3040.119317998 3040.119318073 2.1e-08 2.36e-07 7.5e-08
3041.120041812 3041.120041841 3041.120042074 3041.120042170 2.9e-08 2.62e-07 9.6e-08
3042.120480200 3042.120480173 3042.120480333 3042.120480416 -2.7e-08 1.33e-07 8.3e-08
3043.121239952 3043.121239874 3043.121240074 3043.121240148 -7.8e-08 1.22e-07 7.4e-08
3044.121899440 3044.121899354 3044.121899512 3044.121899567 -8.6e-08 7.2e-08 5.5e-08
3045.122365361 3045.122365338 3045.122365545 3045.122365608 -2.3e-08 1.84e-07 6.3e-08
3046.122802602 3046.122802589 3046.122802795 3046.122802864 -1.3e-08 1.93e-07 6.9e-08
3047.123240781 3047.123240770 3047.123240978 3047.123241053 -1.1e-08 1.97e-07 7.5e-08
3048.124110073 3048.124110062 3048.124110269 3048.124110341 -1.1e-08 1.96e-07 7.2e-08
3049.124544676 3049.124544626 3049.124544840 3049.124544912 -5e-08 1.64e-07 7.2e-08
3050.125413350 3050.125413339 3050.125413570 3050.125413641 -1.1e-08 2.2e-07 7.1e-08
3051.126128334 3051.126128359 3051.126128567 3051.126128657 2.5e-08 2.33e-07 9e-08
3052.126995978 3052.126995956 3052.126996163 3052.126996239 -2.2e-08 1.85e-07 7.6e-08
3053.127426578 3053.127426526 3053.127426728 3053.127426804 -5.2e-08 1.5e-07 7.6e-08
3054.128292103 3054.128292080 3054.128292296 3054.128292381 -2.3e-08 1.93e-07 8.5e-08
3055.128719884 3055.128719886 3055.128720094 3055.128720170 2e-09 2.1e-07 7.6e-08
3056.129584717 3056.129584667 3056.129584872 3056.129584943 -5e-08 1.55e-07 7.1e-08
3057.130010393 3057.130010343 3057.130010549 3057.130010630 -5e-08 1.56e-07 8.1e-08
3058.130873227 3058.130873256 3058.130873488 3058.130873561 2.9e-08 2.61e-07 7.3e-08
3059.131295280 3059.131295211 3059.131295370 3059.131295461 -6.9e-08 9e-08 9.1e-08
3060.132155012 3060.132154927 3060.132155090 3060.132155154 -8.5e-08 7.8e-08 6.4e-08
3061.132198801 3061.132198732 3061.132198892 3061.132198944 -6.9e-08 9.1e-08 5.2e-08
3062.133058480 3062.133058412 3062.133058573 3062.133058617 -6.8e-08 9.3e-08 4.4e-08
3063.133918845 3063.133918760 3063.133918919 3063.133918955 -8.5e-08 7.4e-08 3.6e-08
3064.134774682 3064.134774597 3064.134774772 3064.134774827 -8.5e-08 9e-08 5.5e-08
3065.135400416 3065.135400331 3065.135400492 3065.135400581 -8.5e-08 7.6e-08 8.9e-08
3066.136256450 3066.136256366 3066.136256526 3066.136256608 -8.4e-08 7.6e-08 8.2e-08
3067.137041382 3067.137041296 3067.137041456 3067.137041547 -8.6e-08 7.4e-08 9.1e-08
3068.137894362 3068.137894276 3068.137894435 3068.137894526 -8.6e-08 7.3e-08 9.1e-08
3069.138306222 3069.138306153 3069.138306313 3069.138306388 -6.9e-08 9.1e-08 7.5e-08
3070.139159123 3070.139159088 3070.139159295 3070.139159374 -3.5e-08 1.72e-07 7.9e-08
3071.139855397 3071.139855344 3071.139855549 3071.139855626 -5.3e-08 1.52e-07 7.7e-08
3072.140706877 3072.140706879 3072.140707080 3072.140707166 2e-09 2.03e-07 8.6e-08
3073.141254949 3073.141254920 3073.141255130 3073.141255204 -2.9e-08 1.81e-07 7.4e-08
3074.142103259 3074.142103200 3074.142103363 3074.142103433 -5.9e-08 1.04e-07 7e-08
3075.142913518 3075.142913461 3075.142913622 3075.142913719 -5.7e-08 1.04e-07 9.7e-08
3076.143761292 3076.143761223 3076.143761383 3076.143761475 -6.9e-08 9.1e-08 9.2e-08
3077.144163901 3077.144163817 3077.144163977 3077.144164068 -8.4e-08 7.6e-08 9.1e-08
3078.145011082 3078.145011002 3078.145011163 3078.145011250 -8e-08 8.1e-08 8.7e-08
3079.145436574 3079.145436489 3079.145436649 3079.145436714 -8.5e-08 7.5e-08 6.5e-08
3080.145970371 3080.145970316 3080.145970477 3080.145970565 -5.5e-08 1.06e-07 8.8e-08
3081.146038031 3081.146037977 3081.146038140 3081.146038212 -5.4e-08 1.09e-07 7.2e-08
3082.146883239 3082.146883153 3082.146883313 3082.146883369 -8.6e-08 7.4e-08 5.6e-08
3083.147281917 3083.147281830 3083.147281989 3083.147282043 -8.7e-08 7.2e-08 5.4e-08
3084.148244552 3084.148244466 3084.148244624 3084.148244678 -8.6e-08 7.2e-08 5.4e-08
3085.148860703 3085.148860617 3085.148860778 3085.148860832 -8.6e-08 7.5e-08 5.4e-08
3086.149703380 3086.149703294 3086.149703455 3086.149703512 -8.6e-08 7.5e-08 5.7e-08
3087.150097134 3087.150097048 3087.150097209 3087.150097270 -8.6e-08 7.5e-08 6.1e-08
3088.150940862 3088.150940793 3088.150940955 3088.150941019 -6.9e-08 9.3e-08 6.4e-08
3089.151332496 3089.151332411 3089.151332570 3089.151332633 -8.5e-08 7.4e-08 6.3e-08
3090.152173873 3090.152173787 3090.152173945 3090.152174001 -8.6e-08 7.2e-08 5.6e-08
3091.152852388 3091.152852341 3091.152852544 3091.152852618 -4.7e-08 1.56e-07 7.4e-08
3092.153691975 3092.153691906 3092.153692078 3092.153692145 -6.9e-08 1.03e-07 6.7e-08
3093.154080916 3093.154080846 3093.154081013 3093.154081089 -7e-08 9.7e-08 7.6e-08
3094.154919021 3094.154918935 3094.154919100 3094.154919179 -8.6e-08 7.9e-08 7.9e-08
3095.155460427 3095.155460341 3095.155460503 3095.155460558 -8.6e-08 7.6e-08 5.5e-08
3096.156297434 3096.156297349 3096.156297510 3096.156297549 -8.5e-08 7.6e-08 3.9e-08
3097.156681572 3097.156681487 3097.156681649 3097.156681688 -8.5e-08 7.7e-08 3.9e-08
3098.157517376 3098.157517300 3098.157517462 3098.157517532 -7.6e-08 8.6e-08 7e-08
3099.158048298 3099.158048215 3099.158048379 3099.158048418 -8.3e-08 8.1e-08 3.9e-08
3100.158887513 3100.158887489 3100.158887723 3100.158887797 -2.4e-08 2.1e-07 7.4e-08
3101.159669327 3101.159669320 3101.159669525 3101.159669603 -7e-09 1.98e-07 7.8e-08
3102.160503008 3102.160502964 3102.160503130 3102.160503208 -4.4e-08 1.22e-07 7.8e-08
3103.161097927 3103.161097859 3103.161098059 3103.161098123 -6.8e-08 1.32e-07 6.4e-08
3104.161928729 3104.161928642 3104.161928803 3104.161928868 -8.7e-08 7.4e-08 6.5e-08
3105.162661671 3105.162661586 3105.162661747 3105.162661831 -8.5e-08 7.6e-08 8.4e-08
3106.163621650 3106.163621563 3106.163621721 3106.163621772 -8.7e-08 7.1e-08 5.1e-08
3107.164548408 3107.164548396 3107.164548629 3107.164548699 -1.2e-08 2.21e-07 7e-08
3108.165378831 3108.165378819 3108.165379025 3108.165379082 -1.2e-08 1.94e-07 5.7e-08
3109.165926000 3109.165925930 3109.165926103 3109.165926177 -7e-08 1.03e-07 7.4e-08
3110.166752551 3110.166752481 3110.166752645 3110.166752698 -7e-08 9.4e-08 5.3e-08
3111.167413375 3111.167413352 3111.167413569 3111.167413646 -2.3e-08 1.94e-07 7.7e-08
3112.168242156 3112.168242131 3112.168242354 3112.168242439 -2.5e-08 1.98e-07 8.5e-08
3113.168609280 3113.168609225 3113.168609431 3113.168609506 -5.5e-08 1.51e-07 7.5e-08
3114.169436473 3114.169436449 3114.169436681 3114.169436774 -2.4e-08 2.08e-07 9.3e-08
3115.169801454 3115.169801388 3115.169801573 3115.169801665 -6.6e-08 1.19e-07 9.2e-08
3116.170624978 3116.170624905 3116.170625066 3116.170625163 -7.3e-08 8.8e-08 9.7e-08
3117.171046204 3117.171046118 3117.171046280 3117.171046360 -8.6e-08 7.6e-08 8e-08
3118.171223228 3118.171223204 3118.171223436 3118.171223511 -2.4e-08 2.08e-07 7.5e-08
3119.171585164 3119.171585119 3119.171585324 3119.171585375 -4.5e-08 1.6e-07 5.1e-08
3120.172408344 3120.172408259 3120.172408421 3120.172408484 -8.5e-08 7.7e-08 6.3e-08
3121.172864209 3121.172864124 3121.172864326 3121.172864378 -8.5e-08 1.17e-07 5.2e-08
3122.173684547 3122.173684462 3122.173684623 3122.173684690 -8.5e-08 7.6e-08 6.7e-08
3123.173745240 3123.173745153 3123.173745312 3123.173745366 -8.7e-08 7.2e-08 5.4e-08
3124.173813100 3124.173813014 3124.173813173 3124.173813209 -8.6e-08 7.3e-08 3.6e-08
3125.174082917 3125.174082831 3125.174083007 3125.174083066 -8.6e-08 9e-08 5.9e-08
3126.174903619 3126.174903533 3126.174903693 3126.174903764 -8.6e-08 7.4e-08 7.1e-08
3127.175774209 3127.175774151 3127.175774354 3127.175774431 -5.8e-08 1.45e-07 7.7e-08
3128.176712161 3128.176712152 3128.176712363 3128.176712454 -9e-09 2.02e-07 9.1e-08
3129.177574507 3129.177574483 3129.177574710 3129.177574798 -2.4e-08 2.03e-07 8.8e-08
3130.178434448 3130.178434445 3130.178434605 3130.178434650 -3e-09 1.57e-07 4.5e-08
3131.179293584 3131.179293552 3131.179293763 3131.179293840 -3.2e-08 1.79e-07 7.7e-08
3132.180151774 3132.180151755 3132.180151974 3132.180152052 -1.9e-08 2e-07 7.8e-08
3133.181010048 3133.181010035 3133.181010253 3133.181010336 -1.3e-08 2.05e-07 8.3e-08
3134.181863676 3134.181863631 3134.181863808 3134.181863887 -4.5e-08 1.32e-07 7.9e-08
3135.182716102 3135.182716055 3135.182716232 3135.182716294 -4.7e-08 1.3e-07 6.2e-08
3136.183567280 3136.183567246 3136.183567434 3136.183567514 -3.4e-08 1.54e-07 8e-08
3137.184418232 3137.184418220 3137.184418424 3137.184418516 -1.2e-08 1.92e-07 9.2e-08
3138.185268254 3138.185268243 3138.185268451 3138.185268529 -1.1e-08 1.97e-07 7.8e-08
3139.186118133 3139.186118103 3139.186118319 3139.186118397 -3e-08 1.86e-07 7.8e-08
3140.186964967 3140.186964898 3140.186965056 3140.186965141 -6.9e-08 8.9e-08 8.5e-08
3141.187810880 3141.187810839 3141.187811045 3141.187811099 -4.1e-08 1.65e-07 5.4e-08
3142.188654007 3142.188653971 3142.188654188 3142.188654239 -3.6e-08 1.81e-07 5.1e-08
3143.189497273 3143.189497204 3143.189497365 3143.189497425 -6.9e-08 9.2e-08 6e-08
3144.190338502 3144.190338491 3144.190338705 3144.190338769 -1.1e-08 2.03e-07 6.4e-08
3145.191179146 3145.191179098 3145.191179258 3145.191179310 -4.8e-08 1.12e-07 5.2e-08
3146.192017915 3146.192017835 3146.192017996 3146.192018081 -8e-08 8.1e-08 8.5e-08
3147.192857343 3147.192857314 3147.192857532 3147.192857613 -2.9e-08 1.89e-07 8.1e-08
3148.193696568 3148.193696544 3148.193696757 3148.193696832 -2.4e-08 1.89e-07 7.5e-08
3149.194532716 3149.194532704 3149.194532921 3149.194533006 -1.2e-08 2.05e-07 8.5e-08
3150.195383433 3150.195384086 3150.195384968 3150.195385064 6.53e-07 1.53e-06 9.6e-08
3151.196219312 3151.196219301 3151.196219541 3151.196219623 -1.1e-08 2.29e-07 8.2e-08
3152.197051236 3152.197051190 3152.197051388 3152.197051426 -4.6e-08 1.52e-07 3.8e-08
3153.197917017 3153.197916964 3153.197917156 3153.197917212 -5.3e-08 1.39e-07 5.6e-08
3154.198746883 3154.198746814 3154.198747019 3154.198747070 -6.9e-08 1.36e-07 5.1e-08
3155.199575241 3155.199575199 3155.199575416 3155.199575492 -4.2e-08 1.75e-07 7.6e-08
3156.200402023 3156.200401941 3156.200402100 3156.200402177 -8.2e-08 7.7e-08 7.7e-08
3157.201227528 3157.201227487 3157.201227662 3157.201227741 -4.1e-08 1.34e-07 7.9e-08
3158.202051840 3158.202051829 3158.202052046 3158.202052121 -1.1e-08 2.06e-07 7.5e-08
3159.202874294 3159.202874246 3159.202874405 3159.202874476 -4.8e-08 1.11e-07 7.1e-08
3160.203696908 3160.203696870 3160.203697088 3160.203697171 -3.8e-08 1.8e-07 8.3e-08
3161.204517349 3161.204517344 3161.204517521 3161.204517592 -5e-09 1.72e-07 7.1e-08
3162.205335703 3162.205335634 3162.205335789 3162.205335876 -6.9e-08 8.6e-08 8.7e-08
3163.206155037 3163.206155003 3163.206155212 3163.206155291 -3.4e-08 1.75e-07 7.9e-08
3164.206971326 3164.206971280 3164.206971469 3164.206971519 -4.6e-08 1.43e-07 5e-08
3165.207787282 3165.207787247 3165.207787477 3165.207787570 -3.5e-08 1.95e-07 9.3e-08
3166.208602905 3166.208602864 3166.208603061 3166.208603138 -4.1e-08 1.56e-07 7.7e-08
3167.209417622 3167.209417579 3167.209417809 3167.209417893 -4.3e-08 1.87e-07 8.4e-08
3168.210230393 3168.210230336 3168.210230493 3168.210230575 -5.7e-08 1e-07 8.2e-08
3169.211042284 3169.211042260 3169.211042470 3169.211042554 -2.4e-08 1.86e-07 8.4e-08
3170.211854164 3170.211854117 3170.211854306 3170.211854402 -4.7e-08 1.42e-07 9.6e-08
3171.212668939 3171.212668969 3171.212669253 3171.212669399 3e-08 3.14e-07 1.46e-07
3172.213561422 3172.213561458 3172.213561738 3172.213561885 3.6e-08 3.16e-07 1.47e-07
3173.214168809 3173.214168840 3173.214169145 3173.214169447 3.1e-08 3.36e-07 3.02e-07
3174.215008818 3174.215008868 3174.215009149 3174.215009229 5e-08 3.31e-07 8e-08
3175.215882335 3175.215882266 3175.215882541 3175.215882618 -6.9e-08 2.06e-07 7.7e-08
3176.216796565 3176.216796553 3176.216796770 3176.216796819 -1.2e-08 2.05e-07 4.9e-08
3177.217746262 3177.217746293 3177.217746576 3177.217746655 3.1e-08 3.14e-07 7.9e-08
3178.218134257 3178.218134285 3178.218134471 3178.218134557 2.8e-08 2.14e-07 8.6e-08
3179.218931818 3179.218931767 3179.218931928 3179.218931976 -5.1e-08 1.1e-07 4.8e-08
3180.219728833 3180.219728783 3180.219728945 3180.219728996 -5e-08 1.12e-07 5.1e-08
3181.220525884 3181.220525913 3181.220526118 3181.220526194 2.9e-08 2.34e-07 7.6e-08
3182.221323105 3182.221323132 3182.221323361 3182.221323440 2.7e-08 2.56e-07 7.9e-08
3183.222119312 3183.222119290 3183.222119529 3183.222119609 -2.2e-08 2.17e-07 8e-08
3184.222919536 3184.222919523 3184.222919741 3184.222919824 -1.3e-08 2.05e-07 8.3e-08
3185.223756110 3185.223756099 3185.223756315 3185.223756393 -1.1e-08 2.05e-07 7.8e-08
3186.224629128 3186.224629075 3186.224629264 3186.224629348 -5.3e-08 1.36e-07 8.4e-08
3187.225280588 3187.225280575 3187.225280785 3187.225280861 -1.3e-08 1.97e-07 7.6e-08
3188.226227468 3188.226227472 3188.226227646 3188.226227710 4e-09 1.78e-07 6.4e-08
3189.226576071 3189.226576019 3189.226576184 3189.226576232 -5.2e-08 1.13e-07 4.8e-08
3190.227380113 3190.227380068 3190.227380277 3190.227380339 -4.5e-08 1.64e-07 6.2e-08
3191.228379784 3191.228379732 3191.228379939 3191.228380017 -5.2e-08 1.55e-07 7.8e-08
3192.229381007 3192.229380994 3192.229381201 3192.229381281 -1.3e-08 1.94e-07 8e-08
3193.230165377 3193.230165404 3193.230165838 3193.230165985 2.7e-08 4.61e-07 1.47e-07
3194.230946871 3194.230946804 3194.230946976 3194.230947032 -6.7e-08 1.05e-07 5.6e-08
3195.231743500 3195.231743523 3195.231743697 3195.231743839 2.3e-08 1.97e-07 1.42e-07
3196.232594034 3196.232593966 3196.232594138 3196.232594192 -6.8e-08 1.04e-07 5.4e-08
3197.233157512 3197.233157537 3197.233157819 3197.233157964 2.5e-08 3.07e-07 1.45e-07
3198.234068417 3198.234068526 3198.234068837 3198.234068981 1.09e-07 4.2e-07 1.44e-07
3199.235017127 3199.235017154 3199.235017439 3199.235017585 2.7e-08 3.12e-07 1.46e-07
3200.235336454 3200.235336480 3200.235336756 3200.235336903 2.6e-08 3.02e-07 1.47e-07
3201.236110965 3201.236110924 3201.236111203 3201.236111354 -4.1e-08 2.38e-07 1.51e-07
3202.236883363 3202.236883319 3202.236883738 3202.236883889 -4.4e-08 3.75e-07 1.51e-07
3203.237793491 3203.237793444 3203.237793632 3203.237793779 -4.7e-08 1.41e-07 1.47e-07
3204.238562256 3204.238562205 3204.238562386 3204.238562450 -5.1e-08 1.3e-07 6.4e-08
3205.239331391 3205.239331354 3205.239331631 3205.239331710 -3.7e-08 2.4e-07 7.9e-08
